B07F38LXDM,2022,3,16,head and shoulders,every day,dandruff shampoo,anti dandruff,oily hair,great value,good value,tried so many,treatment and scalp,classic clean,long time,started using,scalp care,using for over 30 years,use every,favorite shampoo,great shampoo,great price,good price,good shampoo,2022-03-16 00:12:01.265946
B07XB2Q542,2022,3,16,shampoo and conditioner,biotin and collagen,thick and full,hair loss,smells good,extra strength,extra volume,class action,started using,second time,original formula,johnson and johnson,collagen shampoo,smells great,recommend this to anyone,feel like,love this shampoo,hair fall,hair feeling,matching conditioner,2022-03-16 00:12:08.123432
B08SSCH7YR,2022,3,16,fine hair,high rise,volume injection,injection shampoo,shampoo and conditioner,paraben free,easy to hold,adds volume,leaves my hair,works well,smells good,shampoo for fine,much better,cleans well,need to use,lift and swing and body,hair is fine,really like,thin hair,fine and thin,2022-03-16 00:12:14.651134
B0752L2VSJ,2022,3,16,color treated,shampoo and conditioner,treated hair,hair soft,leaves my hair,smells great,sulfate free,color vibrancy,works well,oréal paris,pump bottle,long way,dyed hair,soft and shiny,great value,works great,goes a long,long time,feel like,vibrancy protecting,2022-03-16 00:12:24.301066
B0752FXRQJ,2022,3,16,fine hair,volume filler,leaves my hair,love this shampoo,adds volume,long time,smells good,highly recommend,strong scent,filler thickening,last a long,makes my hair,waste your money,every day,great shampoo,blow dry,oréal paris,thinning hair,extra volume,thicker and fuller,2022-03-16 00:12:32.042501
B08WSC8WDR,2022,3,16,color extend,color treated,treated hair,hair soft,makes my hair,shampoo and conditioner,extend shampoo,soft and shiny,color-treated hair,highly recommend,smells great,hair stylist,hair feeling,love this shampoo,without stripping,long time,feel like,goes a long,last a long,cleans my hair,2022-03-16 00:12:39.058239
B00FH692PQ,2022,3,16,hair loss,anti-hair loss,gold label,argan oil,highly recommend,every day,hair growth,hair fall,premium organic,thinning hair,second bottle,recommend this to anyone,pura premium,blue label,far so good,natural ingredients,smells good,new growth,dht blockers,long time,2022-03-16 00:12:45.877226
B0891843GC,2022,3,16,color treated,love this shampoo,treated hair,goes a long,highly recommend,long way,worth the money,small amount,long time,hair feeling,smells like,tried many,favorite shampoo,great shampoo,hydrate shampoo,little goes,every penny,shampoos and conditioners,hair loss,works well,2022-03-16 00:12:53.051467
B086CP746H,2022,3,16,beauty and planet,love beauty,leaves my hair,shampoos and conditioners,fine hair,coco water,every day,natural ingredients,smells great,thin fine,large bottle,give this a try,silky smooth,smells good,long time,sulfate free,smells amazing,ounce bottle,body wash,smells like,2022-03-16 00:12:59.805731
B075CYCPX4,2022,3,16,argan oil,sulfate free,highly recommend,moroccan argan,oil shampoo,soft and shiny,started using,best shampoo,shampoo and conditioner,dry hair,smells good,shampoo ever,every day,curly hair,really like,need to use,use conditioner,soft and silky,easy to comb,ever used,2022-03-16 00:13:06.425403
B0891BG2PY,2022,3,16,color treated,small amount,shampoo and conditioner,treated hair,goes a long,hydrate sheer,long way,little goes,never buy,regular hydrate,leaves my hair,started using,makes my hair,best shampoo,smells amazing,smells like,smells great,great shampoo,love the way,hydrate shampoo,2022-03-16 00:13:13.801088
B07D37PQGL,2022,3,16,goes a long,little goes,small amount,highly recommend,best shampoo,ever used,shampoo ever,damaged hair,worth the money,fine hair,love this shampoo,worth the price,hair fall,dime size,long time,color treated,split ends,started using,little bit,tiny bit,2022-03-16 00:13:20.720944
B07525QJC8,2022,3,16,total repair,highly recommend,damaged hair,oréal paris,love this shampoo,elvive total,soft and shiny,curly hair,paris elvive,color treated,hair loss,split ends,started using,hair feeling,changed the formula,smells good,tangle free,shampoos and conditioners,naturally curly,dry and brittle,2022-03-16 00:13:27.825940
B07P7L1HFN,2022,3,16,sulfate free,purple shampoos,blonde hair,highly recommend,oreal paris,smells good,hair feeling,dry hair,twice a week,shampoos and conditioners,waste of money,blonde highlights,purple conditioner,even though,smells like,see a difference,times a week,dark brown,every day,white hair,2022-03-16 00:13:36.090534
B00AINMFAC,2022,3,16,itchy scalp,dry scalp,tea tree,highly recommend,seborrheic dermatitis,hair loss,tried everything,selsun blue,twice a week,everyday,dandruff shampoo,fungal acne,times a week,tree oil,use it every,rid of dandruff,really works,completely gone,really bad,apple cider,2022-03-16 00:13:44.897465
B08BTMXSG6,2022,3,16,moisture rich,dry hair,hair feeling,moisturizing shampoo,hard water,soft and manageable,every day,great shampoo,use conditioner,inside the box,great price,leaves my hair,best shampoo,value for money,great value,good quality,formulated with vitamin,good value,worked very well,makes my hair,2022-03-16 00:13:52.398679
B01CSKTVPO,2022,3,16,leaves hair,many years,great value,works well,shampoo and conditioner,clean an d soft,love the smell,works great,shampoo for many,great buy,hair feels,hair extremely soft,love this shampoo,great shampoo,bottles,shampoos,shiny,wash,affordable,body,2022-03-16 00:13:58.641003
B008J2GP9G,2022,3,16,sulfate free,argan oil,shampoo and conditioner,absolutely love,hair loss,hair fall,long time,little goes,hair feeling,goes a long,love this shampoo,much better,without stripping,super soft,subscribe and save,long way,long thick,smells good,body wash,really good,2022-03-16 00:14:05.111526
B0007X749U,2022,3,16,highly recommend,dry and brittle,love this shampoo,super soft,dry hair,color treated,feel like,makes my hair,hair feeling,argan oil,using for years,long way,goes a long,little goes,shampoos and conditioners,curly hair,real deal,real thing,smells amazing,heavy cream,2022-03-16 00:14:12.447062
B012HPGFIQ,2022,3,16,shampoo and conditioner,tea tree,fine hair,hair loss,thinning hair,small amount,smells like,thicken the hair,feel thicker,started using,look and feel,value for money,minty smell,thin fine,cleans well,well worth,hair fall,using it for a month,makes my hair,works great,2022-03-16 00:14:18.929713
B07QC43BXB,2022,3,16,sulfate free,color treated,treated hair,hair feeling,feel like,highly recommend,everpure,long time,smells good,great price,smells nice,every other day,dyed hair,shampoos and conditioners,started using,soft and manageable,even though,really like,oreal paris,lathers up nicely,2022-03-16 00:14:27.264887
B08PCLM61W,2022,3,16,2022-03-16 00:14:34.490436
B0934589WQ,2022,3,16,smells amazing,leaves hair,shampoo,conditioner,dry,bottle,scalp,scent,shine,2022-03-16 00:14:40.937900
B00OO0J9UY,2022,3,16,shea moisture,low porosity,manuka honey,leaves my hair,smells great,hair soft,love this shampoo,fragrance parfum,smells amazing,highly recommend,every day,sulfate free,started using,hair feeling,little goes,goes a long,dry hair,lathers well,best shampoo,shampoo ever,2022-03-16 00:14:47.806758
B094KT28DV,2022,3,16,2022-03-16 00:14:53.761266
B008OL3UYK,2022,3,16,avalon organics,hair loss,highly recommend,fine hair,thinning hair,allergic reaction,every day,thickening shampoo,plastic bag,hair growth,smells good,smells like,organics biotin,biotin b-complex,tea tree,hair feeling,itchy scalp,great shampoo,ever used,biotin b complex,2022-03-16 00:15:00.606453
B002CMLJMW,2022,3,16,paul mitchell,color protect,shampoo and conditioner,leaves my hair,color treated,feel like,treated hair,every day,protect shampoo,drug store,works great,mitchell color,recommend this product to anyone,hair feeling,wash it every,great value,anything else,always loved,plastic bag,highly recommend,2022-03-16 00:15:07.426639
B00IK1CJZU,2022,3,16,dry hair,love this shampoo,smells great,best shampoo,highly recommend,great shampoo,long time,shampoo ever,hair soft,works well,hydrasource,every day,long way,years ago,little goes,buyer beware,started using,goes a long,using it for years,small amount,2022-03-16 00:15:13.898606
B076FHJ3K3,2022,3,16,leave in conditioner,marc anthony,smells good,started using,hair grow,hair soft,conditioner and leave,grow long,smells great,leave in spray,hair growth,smells amazing,hair loss,hair fall,split ends,grow faster,highly recommend,love this shampoo,hair feeling,bald spots,2022-03-16 00:15:20.684215
B08SSCH7YZ,2022,3,16,color extend,extend magnetics,shampoo and conditioner,sulfate free,leaves my hair,color-treated hair,smells good,magnetics shampoo,hair soft,highly recommend,great value,travel size,color treated,made a difference,worth the money,hair feeling,dyed hair,love this shampoo,shampoo for color-treated,lathers well,2022-03-16 00:15:29.376660
B01M0OX5NU,2022,3,16,sulfate free,fine hair,thickening shampoo,started using,color treated,paris everstrong,hair loss,every day,small amount,oréal paris,long way,everstrong sulfate,goes a long,smells good,love this shampoo,ever used,lathers well,hair soft,free thickening,thin fine,2022-03-16 00:15:36.207711
B071Y8GMK5,2022,3,16,salt and pepper,silver hair,grey hair,white hair,works great,blonde hair,smells good,much better,purple shampoos,highly recommend,every other day,soft and manageable,silver brightening,pepper hair,another brand,great value,soft and shiny,goes a long,hair looks,many compliments,2022-03-16 00:15:42.748526
B07XYMMMLZ,2022,3,16,silver expressions,white hair,sulfate free,grey hair,highly recommend,smells great,silver hair,years ago,purple shampoos,soft and shiny,moisturizing sulfate,expressions moisturizing,smells good,love this shampoo,gray and silver,every other day,smells nice,see the difference,soft and smooth,greys and white,2022-03-16 00:15:49.159683
B08LHXJTDW,2022,3,16,shampoo,value,bottle,decent,leaves,smells,2022-03-16 00:15:55.454909
B086CS8YXB,2022,3,16,head and shoulders,years ago,itchy scalp,every other day,tried everything,use it every,dry itchy,twice a week,works great,times a week,dandruff shampoo,seborrheic dermatitis,hair growth,use it twice,highly recommend,dry scalp,started using,per week,nothing worked,active ingredient,2022-03-16 00:16:03.426850
B0099EHM86,2022,3,16,tea tree,dry scalp,highly recommend,maple holistics,head and shoulders,goes a long,long way,every day,dry itchy,definitely recommend,sulfate free,smells good,recommend to anyone,great shampoo,flaky scalp,little goes,hair feeling,natural ingredients,seborrheic dermatitis,pure tea,2022-03-16 00:16:10.025739
B009DU4QYE,2022,3,16,maple holistics,everyday,greasy hair,highly recommend,tea tree,days without,end of the day,hair every,recommend this product to anyone,sulfate free,squeaky clean,goes a long,next day,head and shoulders,definitely recommend,natural ingredients,silk 18 conditioner,great shampoo,without drying,maple holistic,2022-03-16 00:16:17.286905
B01LTIAU9W,2022,3,16,curly hair,sulfate free,wavy hair,long way,goes a long,shampoo and conditioner,works great,highly recommend,smells great,love this shampoo,little goes,years ago,local stores,smells good,pleasantly surprised,itchy scalp,without drying,works well,hair loss,ever used,2022-03-16 00:16:23.754916
B09H3RK75S,2022,3,16,saw palmetto,works great,small bottles,thinning hair,look thicker,leaves my hair,hair feel,scent,conditioner,volume,hims,bottle,results,smell,feeling,fuller,lathers,scalp,thick,eucalyptus,2022-03-16 00:16:29.870769
B07KZTBMCG,2022,3,16,coconut milk,hair loss,apple cider,wow coconut,shampoo and conditioner,wow shampoo,milk shampoo,hair growth,great shampoo,started using,cider vinegar,ever used,nothing special,leaves my hair,natural ingredients,fine hair,super fast,smells wonderful,everyday,shampoo ever,2022-03-16 00:16:36.198883
B01N97PCBH,2022,3,16,pure clean,oily hair,smells good,squeaky clean,hair feeling,clarifying shampoo,cleans well,fructis pure,works well,great price,clean fresh,smells amazing,great shampoo,sensitive skin,highly recommend,good value,smells nice,pretty good,great value,everyday,2022-03-16 00:16:43.344750
B000R8QVY4,2022,3,16,tea tree,lemon sage,paul mitchell,fine hair,love this shampoo,plastic bag,tree lemon,thickening shampoo,travel size,sage thickening,highly recommend,smells good,thickening spray,trial size,thicken my hair,makes my hair,smells nice,last a long,leaked inside,shampoo and conditioner,2022-03-16 00:16:49.933870
B01DCCC84S,2022,3,16,2022-03-16 00:16:56.266703
B001ARP2LY,2022,3,16,2022-03-16 00:17:02.134617
B08HP54CVQ,2022,3,16,head and shoulders,clinical strength,oil control,seborrheic dermatitis,selenium sulfide,dandruff shampoo,oily hair,dry scalp,smells like,active ingredient,refreshing citrus,pyrithione zinc,regular head,twin pack,shoulders clinical,strength dandruff,advanced oil,works great,every day,get rid,2022-03-16 00:17:08.631811
B08SSCP46J,2022,3,16,head and shoulders,dandruff shampoo,dry scalp,dandruff control,tea tree,itchy scalp,times a week,scalp relief,tried many,tree oil,leaves my hair,everyday,regular shampoo,color treated,control shampoo,selsun blue,long time,goes a long,highly recommend,much better,2022-03-16 00:17:14.976412
B00GOCUEKE,2022,3,16,color lover,treated hair,volume boost,using this for years,shampoo and conditioner,smells like,fine hair,lover volume boost shampoo,bottle,body,healthy,smell,thin,coloring,lathers,salon,scent,shampoos,dry,hairdresser,2022-03-16 00:17:20.820824
B077PKBXWC,2022,3,16,silky smooth,smells amazing,shampoo and conditioner,hair soft,makes my hair,hair get,healthy,scent,smell,blue,dry,moisturized,shampoos,helps,leaves,oily,results,scalp,shiny,wavy,2022-03-16 00:17:27.025884
B07BHCB9Y2,2022,3,16,hair loss,highly recommend,thinning hair,hair growth,every day,waste of money,hair fall,new growth,smells like,every time,tea tree,gold label,far so good,soft and manageable,natural ingredients,couple months,make sure,hair feeling,smells good,stopped using,2022-03-16 00:17:40.320599
B093432QM3,2022,3,16,beauty and planet,love beauty,hemp seed,smells amazing,naturally derived,sulfate free,argan oil,seed oil,lathers up very well,natural ingredients,leaves my hair,cleans well,planet shampoo,lathers up nicely,blow dry,every day,pump bottle,use a conditioner,dry hair,color treated,2022-03-16 00:17:46.968384
B086XQF587,2022,3,16,sulfate free,beauty and planet,love beauty,smells amazing,clarifying shampoo,leaves my hair,every day,large bottle,last a long,clean and soft,clean my hair,oily hair,lather as much,smells great,smells so good,thick hair,long time,natural ingredients,good value,bottle definitely last,2022-03-16 00:18:01.375144
B07D324STG,2022,3,16,shampoo and conditioner,hair loss,gold label,really works,small amount,waste of money,professional grade,every day,worth the money,new growth,less hair,hair feels,thinning hair,ever used,anti-hair thinning,decided to try,much better,weeks ago,going back,works well,2022-03-16 00:18:07.924046
B0009I4MKW,2022,3,16,highly recommend,best shampoo,hair soft,love this shampoo,feel like,waste your money,smells great,paul mitchell,caviar complex,works well,long time,humectress conditioner,dry hair,smells good,every penny,new formulation,shampoos and conditioners,therappe shampoo,great shampoo,next day,2022-03-16 00:18:14.764437
B08PCNBWTQ,2022,3,16,2022-03-16 00:18:22.412396
B08QX894ZS,2022,3,16,easy to use,dark brown,light brown,gray hair,chestnut brown,hair dye,last long,long time,worth the money,easy to apply,dye shampoo,highly recommend,grey hair,best part,covered my gray,definitely worth,natural ingredients,every 3 weeks,lots of hair,super easy,2022-03-16 00:18:29.633102
B09GTZMG61,2022,3,16,classic clean,smells good,long time,leaves hair,oily hair,time and love,shampoo using,favorite shampoo,shampoo works,wash hair,hair soft,great shampoo,shampoo has a great,way my hair,using this shampoo,shampoo sans conditioner,clean shampoo,hair clean,smell,dry,2022-03-16 00:18:36.056700
B005S3JF7S,2022,3,16,new formula,volumizing shampoo,kenra volumizing,changed the formula,old formula,totally different,shampoo and conditioner,feel like,fine hair,find another,hair feeling,clear instead,makes my hair,original formula,hair limp,fine thin,leaves my hair,kenra changed,like straw,wash your hair,2022-03-16 00:18:42.277828
B08Q74HF4X,2022,3,16,shampoo and conditioner,dove men,men and care,body wash,care 2 in 1 shampoo,works well,naturally derived,hair feeling,long time,lathers up nicely,plant based,last a long,really like,pump bottle,short hair,rinses out easily,rinses well,well and it rinses,lathers well,use conditioner,2022-03-16 00:18:48.771450
B08SSPQH1C,2022,3,16,shampoo and conditioner,damaged hair,highly recommend,hair soft,started using,every day,love this shampoo,color treated,without stripping,extreme shampoo,even though,little bit,dry hair,worth the money,sulfate free,small amount,treated hair,soft and manageable,see a difference,long way,2022-03-16 00:18:55.819298
B0896N6SPK,2022,3,16,easy to use,works great,every other day,highly recommend,salt and pepper,waste of money,twice a week,stopped using,gray hair,make sure,times a week,hair color,reducing shampoo,wear gloves,hair loss,grey reducing,fingernails,follow the directions,use it every,regular shampoo,2022-03-16 00:19:03.541838
B01INE0KAY,2022,3,16,body wash,shampoo and conditioner,makes my hair,many shampoos,great price,great deal,pretty good,shampoo i was using,love the fresh smell,price i love,hair feels,good price,hair used,great shampoo,shampoo makes my hair,dry,bottles,daily,moisture,moisturizing,2022-03-16 00:19:10.156414
B0743CZWCP,2022,3,16,best purple,purple shampoos,highly recommend,bold uniq,blonde hair,dry out my hair,really works,use gloves,regular shampoo,next time,platinum blonde,goes a long,definitely recommend,second time,worth the money,followed the directions,good conditioner,love love love,ash blonde,let it sit,2022-03-16 00:19:17.328269
B00JWSNNRI,2022,3,16,shampoo and conditioner,leaves my hair,highly recommend,waste of money,dry hair,smells great,love this shampoo,many years,hard water,real thing,best shampoo,hair soft,long time,ultra hydrasource,works well,every cent,stylist recommended,watered down version,shampoo for many,worth every,2022-03-16 00:19:23.626025
B08S3P84PD,2022,3,16,dry scalp,shampoo and conditioner,hydro boost,leaves my hair,hyaluronic acid,cleans well,boost shampoo,smells great,hair soft,little goes,healthy scalp,long way,lathers up well,hair feeling,scalp hydro,goes a long,dry hair,feel like,feeling clean,dry or itchy,2022-03-16 00:19:30.091196
B01MDTVV6T,2022,3,16,curly hair,sulfate free,wavy hair,curl nourish,smells good,highly recommend,definitely recommend,using this shampoo,paraben free,cleans well,little goes,hair feels,goes a long,great price,hair soft,good value,works great,long way,even though,naturally curly,2022-03-16 00:19:38.192296
B001W2K51O,2022,3,16,apple cider,cider vinegar,tea tree,every day,shampoo bars,squeaky clean,long time,hard water,baking soda,highly recommend,vinegar rinse,hair feeling,curly hair,tree oil,coconut oil,fine hair,liquid shampoo,original formula,plastic bottle,couple weeks,2022-03-16 00:19:45.844645
B086CNXQ4C,2022,3,16,ylang ylang,beauty and planet,sulfate free,coconut oil,love beauty,smells good,smells great,highly recommend,cruelty free,hair feeling,works well,love this shampoo,oil and ylang ylang,environmentally friendly,shoulder length,love the smell,smells nice,definitely recommend,curly hair,really wanted,2022-03-16 00:19:52.981985
B01D0NP7NI,2022,3,16,2022-03-16 00:20:01.924044
B00ALV8EL0,2022,3,16,fine hair,shampoo and conditioner,weightless moisture,hydralight weightless,goes a long,highly recommend,without weighing,next day,long way,oily hair,hydralight,conditioning foam,love this shampoo,work well,little goes,items in the same box,used nexxus for years,alv8ejw,alv8ekq,small amount,2022-03-16 00:20:08.605763
B00HZ381GU,2022,3,16,every day,recommended by my dermatologist,smells like,cln shampoo,itchy scalp,tea tree,highly recommend,scalp issues,dermatologist recommended,salicylic acid,times a week,waste of money,regular shampoo,tried many,recommend to anyone,scalp acne,much better,worth the money,hair loss,decided to try,2022-03-16 00:20:14.979268
B086L7732Y,2022,3,16,hard water,highly recommend,squeaky clean,safety seal,works well,travel size,clarifying shampoos,cleansing cream,use this once a week,every day,size bottle,let it sit,dry shampoo,small amount,much better,regular shampoo,long time,waste your money,trial size,full size,2022-03-16 00:20:21.408965
B00KGGH0UQ,2022,3,16,shampoo bars,tea tree,long time,apple cider,squeaky clean,hair feeling,cider vinegar,every day,highly recommend,use conditioner,hard water,plastic bottle,tree and hemp,liquid shampoo,last a long,need conditioner,hemp oil,tree oil,argan oil,make sure,2022-03-16 00:20:28.086576
B07HMJTH7G,2022,3,16,itchy scalp,oat milk,sulfonate is not a sulfate,leaves my hair,makes my hair,nourish and moisturize,sensitive scalp,soft and shiny,even though,sulfate free,using this shampoo,super soft,shampoos and conditioners,smells good,milk shampoo,hair soft,dry itchy,dry scalp,feels clean,good shampoo,2022-03-16 00:20:34.760353
B08LHX5QG7,2022,3,16,tea tree,head and shoulders,tree oil,twin pack,dandruff shampoo,leaves my hair,dry scalp,huge bottles,shampoo and conditioner,shampoo twin,works great,infused with tea,smells nice,flake free,good value,pack infused,works very well,love the smell,hair clean,hair feeling,2022-03-16 00:20:40.844339
B084LHNR57,2022,3,16,rose scent,smells good,shampoo and conditioner,leaves my hair,smells great,loves this shampoo,pump,smell,dry,missing,shampoos,wash,2022-03-16 00:20:47.116714
B093X36N9G,2022,3,16,2022-03-16 00:20:53.314124
B00L00E2NU,2022,3,16,oily hair,highly recommend,every day,hard water,best shampoo,love this shampoo,smells great,shampoo ever,squeaky clean,without washing,normalizing shampoo,goes a long,long way,twice a week,works great,waste of money,ever used,years ago,without drying,smells good,2022-03-16 00:21:00.761473
B08N6HJ3HF,2022,3,16,2022-03-16 00:21:07.257665
B08N6H181B,2022,3,16,sulfate free,shimmer lights,blonde hair,purple shampoos,smells good,smells great,smells amazing,best purple,brassy tones,john frieda,absolutely love,twice a week,works well,works pretty,love this shampoo,regular shampoo,dark brown,every wash,love the smell,feel like,2022-03-16 00:21:13.775374
B00ZPQ129C,2022,3,16,2022-03-16 00:21:19.917731
B001BAFQOS,2022,3,16,john frieda,fine hair,root booster,baby fine,luxurious volume,frieda luxurious,highly recommend,waste of money,spray nozzle,john freida,ever used,tried many,hair soft,straight hair,every day,fine and straight,curling iron,great for fine,recommend it to anyone,love love love,2022-03-16 00:21:26.703206
B07KPP2S7F,2022,3,16,shampoo and conditioner,hair loss,smells awful,hair look,shampoo smells,smells like,conditioner smells,smell,scalp,results,biotin,bottle,update,difference,growing,helps,noticed,broken,cause,ingredients,2022-03-16 00:21:33.885376
B07VSXNR2Z,2022,3,16,apple cider,cider vinegar,hair loss,hair fall,started using,smells like,baby hairs,itchy scalp,used it twice,everyday,best shampoo,love this shampoo,gold label,bald spot,soft and shiny,love love love,really like,essential oils,castor oil,fine hair,2022-03-16 00:21:41.178332
B099NZT23T,2022,3,16,2022-03-16 00:21:48.148115
B008OL3WZC,2022,3,16,tea tree,tree oil,paul mitchell,itchy scalp,scalp treatment,avalon organics,waste of money,plastic bag,sulfate free,whole foods,big bottle,love this shampoo,long time,feel like,hair feeling,dry scalp,like water,poor quality,smells good,job done,2022-03-16 00:21:55.160424
B0038TXGL0,2022,3,16,shea moisture,curly hair,shampoo and conditioner,wavy hair,every day,love this shampoo,hair feeling,sulfate free,hair soft,coconut and hibiscus,absolutely love,love the smell,curl and shine,ever used,highly recommend,thick curly,smells good,long time,started using,naturally curly,2022-03-16 00:22:01.903262
B00OO0J9UY,2022,3,16,shea moisture,low porosity,manuka honey,leaves my hair,smells great,hair soft,love this shampoo,fragrance parfum,smells amazing,highly recommend,every day,sulfate free,started using,hair feeling,little goes,goes a long,dry hair,lathers well,best shampoo,shampoo ever,2022-03-16 00:22:09.714046
B079RJ4Y7B,2022,3,16,shampoo and conditioner,damaged hair,hair soft,keraphix shampoo,highly recommend,love this shampoo,every day,love the smell,smells like,started using,hair loss,color treated,hair feeling,best shampoo,curly hair,split ends,great value,severely damaged,little goes,use conditioner,2022-03-16 00:22:17.022712
B01N0103LP,2022,3,16,shampoo and conditioner,curly hair,thick curly,smells great,maui moisture,smells amazing,coconut oil,seems like,leaves my hair,feel like,using this shampoo,conditioner combo,hair care,conditioner set,hair soft,goes a long,little goes,super soft,highly recommend,hair feeling,2022-03-16 00:22:25.199005
B0007CXY5E,2022,3,16,paul mitchell,leaves my hair,mitchell shampoo,plastic bag,great price,fine hair,every day,shampoo ever,long time,best shampoo,real thing,squeaky clean,works well,works great,favorite shampoo,smells like,smells great,many years,hair feeling,great shampoo,2022-03-16 00:22:32.061644
B074VLGVJ3,2022,3,16,leaves my hair,smells good,shampoo and conditioner,started using,soft and silky,smells great,hair soft,good value,great price,leave in conditioner,works well,subscribe n save,smells nice,grow strong,definitely buy,curly hair,highly recommend,everything else,pump bottle,goes a long,2022-03-16 00:22:39.217550
B01M5KZQF6,2022,3,16,coconut oil,smells good,smells amazing,curly hair,sulfate free,feel like,works great,damaged hair,love the smell,damage remedy,hair feeling,works well,extra strength,dry hair,every day,waste of money,super soft,highly recommend,coconut scent,like straw,2022-03-16 00:22:46.553983
B07CK8SCZV,2022,3,16,2022-03-16 00:22:53.433620
B01LFQYXBO,2022,3,16,shea moisture,castor oil,started using,love this shampoo,goes a long,best shampoo,without stripping,long way,black soap,shampoo and conditioner,hair loss,definitely recommend,black castor,smells great,tea tree,apple cider,curly hair,hair feeling,hair soft,highly recommend,2022-03-16 00:23:00.736741
B08KSMQ4BK,2022,3,16,anti-residue shampoo,shampoo and conditioner,residue,fragrance,sensitive,bottles,allergic,gentle,wash,cleans,condition,leaves,scent,squeeze,2022-03-16 00:23:07.992433
B07FTGWYDY,2022,3,16,deep cleanse,false advertising,oily hair,works well,squeaky clean,highly recommend,next day,makes my hair,pack and only received,local store,large bottle,love this shampoo,clean and replenish,great value,leaves my hair,hair look,hair loss,love the smell,smells good,really helps,2022-03-16 00:23:14.492981
B0043WC676,2022,3,16,tio nacho,like honey,leaves my hair,started using,hair loss,smells great,tío nacho,smells like,thinning hair,deja el cabello,honey smell,feels thicker,hair looks,like the smell,strong honey,love this stuff,really works,shine of my hair,hair on top,using this shampoo,2022-03-16 00:23:21.003463
B079RDR8ZD,2022,3,16,hair loss,biotin shampoo,highly recommend,hair growth,thinning hair,goes a long,great shampoo,everyday,hair fall,smells good,new hair,second bottle,recommend it to anyone,really works,several months,long time,definitely recommend,baby hairs,hair grow,small amount,2022-03-16 00:23:28.667384
B07SD5YJM2,2022,3,16,waste of money,gray hair,every day,looks natural,easy to use,dark brown,works well when used,hair color,used for two weeks,blue tint,gradual gray,noticeable difference,grey hair,stain hands,natural looking,following instructions,salt and pepper,like control,started using,dry hair,2022-03-16 00:23:35.801849
B019FGCTVM,2022,3,16,great value,value for the money,makes my hair,oily hair,smells great,works well,good value,smells good,get what you pay,hair so soft,got one bottle,shampoo and conditioner,great deal,love this shampoo,smell like,well it cleans,coconut shampoo,great price,price was great,love the scent,2022-03-16 00:23:42.524653
